age,bmi,goal
23,18.21,GAIN_MUSCLE
40,17.18,GAIN_MUSCLE
36,27.69,LOSE_WEIGHT
44,25.06,LOSE_WEIGHT
57,14.88,GAIN_MUSCLE
31,15.83,GAIN_MUSCLE
40,20.6,MAINTAIN
50,27.46,LOSE_WEIGHT
15,27.01,LOSE_WEIGHT
22,20.99,MAINTAIN
49,25.36,LOSE_WEIGHT
29,28.45,LOSE_WEIGHT
36,24.22,MAINTAIN
28,22.56,MAINTAIN
40,14.8,GAIN_MUSCLE
42,27.65,LOSE_WEIGHT
37,35.73,LOSE_WEIGHT
28,29.79,LOSE_WEIGHT
38,23.18,MAINTAIN
16,25.71,LOSE_WEIGHT
59,31.9,LOSE_WEIGHT
40,32.39,LOSE_WEIGHT
28,25.64,LOSE_WEIGHT
21,33.64,LOSE_WEIGHT
17,16.43,GAIN_MUSCLE
37,19.65,MAINTAIN
57,20.04,MAINTAIN
59,35.3,LOSE_WEIGHT
32,25.56,LOSE_WEIGHT
52,25.77,LOSE_WEIGHT
49,25.5,LOSE_WEIGHT
29,28.32,LOSE_WEIGHT
39,29.33,LOSE_WEIGHT
51,23.12,MAINTAIN
42,21.65,MAINTAIN
24,17.83,GAIN_MUSCLE
53,20.46,MAINTAIN
31,25.24,LOSE_WEIGHT
53,16.06,GAIN_MUSCLE
36,25.1,LOSE_WEIGHT
40,34.07,LOSE_WEIGHT
58,28.39,LOSE_WEIGHT
39,28.85,LOSE_WEIGHT
31,37.83,LOSE_WEIGHT
27,26.96,LOSE_WEIGHT
34,19.86,MAINTAIN
39,16.29,GAIN_MUSCLE
18,27.43,LOSE_WEIGHT
24,26.31,LOSE_WEIGHT
17,42.92,LOSE_WEIGHT
55,25.06,LOSE_WEIGHT
59,14.24,GAIN_MUSCLE
32,17.94,GAIN_MUSCLE
50,27.22,LOSE_WEIGHT
36,31.07,LOSE_WEIGHT
48,32.97,LOSE_WEIGHT
22,36.76,LOSE_WEIGHT
54,24.3,MAINTAIN
58,25.07,LOSE_WEIGHT
33,17.4,GAIN_MUSCLE
56,21.11,MAINTAIN
55,45.16,LOSE_WEIGHT
51,24.63,MAINTAIN
20,33.04,LOSE_WEIGHT
40,37.89,LOSE_WEIGHT
48,18.87,MAINTAIN
59,42.48,LOSE_WEIGHT
20,24.79,MAINTAIN
51,29.32,LOSE_WEIGHT
47,18.06,GAIN_MUSCLE
36,12.72,GAIN_MUSCLE
35,17.91,GAIN_MUSCLE
20,20.48,MAINTAIN
20,34.05,LOSE_WEIGHT
18,18.53,MAINTAIN
44,23.02,MAINTAIN
25,19.8,MAINTAIN
44,30.58,LOSE_WEIGHT
45,29.97,LOSE_WEIGHT
38,18.38,GAIN_MUSCLE
23,28.64,LOSE_WEIGHT
17,34.47,LOSE_WEIGHT
45,21.5,MAINTAIN
54,18.88,MAINTAIN
51,33.24,LOSE_WEIGHT
50,41.29,LOSE_WEIGHT
38,23.74,MAINTAIN
45,26.79,LOSE_WEIGHT
20,13.31,GAIN_MUSCLE
16,14.07,GAIN_MUSCLE
34,39.42,LOSE_WEIGHT
42,22.47,MAINTAIN
25,21.24,MAINTAIN
18,22.29,MAINTAIN
29,21.82,MAINTAIN
20,21.35,MAINTAIN
44,45.03,LOSE_WEIGHT
52,26.9,LOSE_WEIGHT
16,30.02,LOSE_WEIGHT
29,18.8,MAINTAIN
25,16.09,GAIN_MUSCLE
22,35.03,LOSE_WEIGHT
40,19.83,MAINTAIN
59,31.34,LOSE_WEIGHT
58,20.71,MAINTAIN
19,14.17,GAIN_MUSCLE
20,42.66,LOSE_WEIGHT
40,22.65,MAINTAIN
18,17.34,GAIN_MUSCLE
33,27.21,LOSE_WEIGHT
34,22.59,MAINTAIN
47,28.2,LOSE_WEIGHT
34,22.86,MAINTAIN
26,16.53,GAIN_MUSCLE
15,18.71,MAINTAIN
40,30.31,LOSE_WEIGHT
28,31.79,LOSE_WEIGHT
52,37.93,LOSE_WEIGHT
51,27.39,LOSE_WEIGHT
25,46.08,LOSE_WEIGHT
50,22.38,MAINTAIN
27,19.52,MAINTAIN
57,22.96,MAINTAIN
17,41.86,LOSE_WEIGHT
47,27.96,LOSE_WEIGHT
20,13.11,GAIN_MUSCLE
24,35.15,LOSE_WEIGHT
19,17.71,GAIN_MUSCLE
37,16.26,GAIN_MUSCLE
24,26.64,LOSE_WEIGHT
58,20.71,MAINTAIN
16,25.12,LOSE_WEIGHT
27,38.49,LOSE_WEIGHT
54,26.15,LOSE_WEIGHT
16,18.81,MAINTAIN
34,27.54,LOSE_WEIGHT
15,17.08,GAIN_MUSCLE
51,16.09,GAIN_MUSCLE
23,16.82,GAIN_MUSCLE
31,42.48,LOSE_WEIGHT
23,25.49,LOSE_WEIGHT
25,16.91,GAIN_MUSCLE
29,29.09,LOSE_WEIGHT
38,26.85,LOSE_WEIGHT
52,26.03,LOSE_WEIGHT
49,25.32,LOSE_WEIGHT
44,24.94,LOSE_WEIGHT
45,22.27,MAINTAIN
19,27.32,LOSE_WEIGHT
58,17.03,GAIN_MUSCLE
28,22.23,MAINTAIN
25,29.65,LOSE_WEIGHT
23,37.38,LOSE_WEIGHT
48,26.61,LOSE_WEIGHT
26,20.62,MAINTAIN
49,34.65,LOSE_WEIGHT
49,29.42,LOSE_WEIGHT
15,29.83,LOSE_WEIGHT
54,20.27,MAINTAIN
36,29.39,LOSE_WEIGHT
43,21.75,MAINTAIN
22,20.56,MAINTAIN
25,21.47,MAINTAIN
55,30.29,LOSE_WEIGHT
51,25.42,LOSE_WEIGHT
28,25.15,LOSE_WEIGHT
44,28.7,LOSE_WEIGHT
49,24.92,LOSE_WEIGHT
35,25.11,LOSE_WEIGHT
51,22.83,MAINTAIN
19,26.33,LOSE_WEIGHT
33,18.87,MAINTAIN
28,15.89,GAIN_MUSCLE
40,14.23,GAIN_MUSCLE
18,23.89,MAINTAIN
39,27.41,LOSE_WEIGHT
59,18.21,GAIN_MUSCLE
56,37.06,LOSE_WEIGHT
39,27.02,LOSE_WEIGHT
32,38.88,LOSE_WEIGHT
54,19.7,MAINTAIN
22,28.66,LOSE_WEIGHT
53,42.42,LOSE_WEIGHT
54,15.58,GAIN_MUSCLE
28,27.99,LOSE_WEIGHT
46,23.22,MAINTAIN
52,23.53,MAINTAIN
47,15.68,GAIN_MUSCLE
37,11.15,GAIN_MUSCLE
29,14.9,GAIN_MUSCLE
47,19.18,MAINTAIN
39,41.27,LOSE_WEIGHT
31,21.42,MAINTAIN
47,29.79,LOSE_WEIGHT
16,29.14,LOSE_WEIGHT
28,40.4,LOSE_WEIGHT
54,30.07,LOSE_WEIGHT
54,30.0,LOSE_WEIGHT
53,27.88,LOSE_WEIGHT
20,13.91,GAIN_MUSCLE
20,38.81,LOSE_WEIGHT
17,44.09,LOSE_WEIGHT
21,13.99,GAIN_MUSCLE
22,17.68,GAIN_MUSCLE
56,41.97,LOSE_WEIGHT
29,21.58,MAINTAIN
43,13.41,GAIN_MUSCLE
47,20.36,MAINTAIN
44,13.47,GAIN_MUSCLE
53,21.8,MAINTAIN
41,25.72,LOSE_WEIGHT
50,27.81,LOSE_WEIGHT
43,24.08,MAINTAIN
52,31.45,LOSE_WEIGHT
47,37.93,LOSE_WEIGHT
51,14.32,GAIN_MUSCLE
41,34.0,LOSE_WEIGHT
47,18.18,GAIN_MUSCLE
18,24.63,MAINTAIN
36,17.63,GAIN_MUSCLE
16,29.59,LOSE_WEIGHT
24,15.35,GAIN_MUSCLE
19,17.1,GAIN_MUSCLE
24,41.33,LOSE_WEIGHT
47,16.41,GAIN_MUSCLE
52,20.29,MAINTAIN
27,12.81,GAIN_MUSCLE
45,19.57,MAINTAIN
50,24.47,MAINTAIN
59,25.57,LOSE_WEIGHT
38,42.14,LOSE_WEIGHT
29,26.62,LOSE_WEIGHT
43,22.75,MAINTAIN
22,27.93,LOSE_WEIGHT
19,20.21,MAINTAIN
43,26.54,LOSE_WEIGHT
18,43.23,LOSE_WEIGHT
26,26.28,LOSE_WEIGHT
59,35.51,LOSE_WEIGHT
16,25.38,LOSE_WEIGHT
41,25.32,LOSE_WEIGHT
45,13.58,GAIN_MUSCLE
50,25.74,LOSE_WEIGHT
50,25.15,LOSE_WEIGHT
40,34.64,LOSE_WEIGHT
57,24.91,LOSE_WEIGHT
41,21.94,MAINTAIN
19,29.72,LOSE_WEIGHT
34,26.86,LOSE_WEIGHT
25,16.51,GAIN_MUSCLE
24,16.02,GAIN_MUSCLE
54,16.85,GAIN_MUSCLE
52,26.37,LOSE_WEIGHT
20,26.13,LOSE_WEIGHT
22,25.06,LOSE_WEIGHT
37,27.17,LOSE_WEIGHT
40,21.49,MAINTAIN
57,29.9,LOSE_WEIGHT
26,23.26,MAINTAIN
40,18.19,GAIN_MUSCLE
27,24.22,MAINTAIN
54,27.58,LOSE_WEIGHT
32,18.99,MAINTAIN
39,22.29,MAINTAIN
47,17.37,GAIN_MUSCLE
54,42.19,LOSE_WEIGHT
57,28.17,LOSE_WEIGHT
26,18.69,MAINTAIN
58,42.63,LOSE_WEIGHT
50,20.04,MAINTAIN
18,45.54,LOSE_WEIGHT
19,12.09,GAIN_MUSCLE
51,20.35,MAINTAIN
22,25.68,LOSE_WEIGHT
56,21.46,MAINTAIN
42,29.23,LOSE_WEIGHT
45,23.89,MAINTAIN
23,24.43,MAINTAIN
43,41.24,LOSE_WEIGHT
28,15.85,GAIN_MUSCLE
54,43.99,LOSE_WEIGHT
55,29.36,LOSE_WEIGHT
36,26.3,LOSE_WEIGHT
25,12.94,GAIN_MUSCLE
37,14.41,GAIN_MUSCLE
15,23.44,MAINTAIN
51,18.0,GAIN_MUSCLE
35,24.44,MAINTAIN
40,37.75,LOSE_WEIGHT
50,28.5,LOSE_WEIGHT
37,25.35,LOSE_WEIGHT
15,31.09,LOSE_WEIGHT
54,17.58,GAIN_MUSCLE
29,36.56,LOSE_WEIGHT
35,25.42,LOSE_WEIGHT
23,23.86,MAINTAIN
23,27.86,LOSE_WEIGHT
24,20.68,MAINTAIN
40,30.68,LOSE_WEIGHT
55,22.45,MAINTAIN
49,35.66,LOSE_WEIGHT
39,19.51,MAINTAIN
40,20.02,MAINTAIN
25,17.96,GAIN_MUSCLE
52,42.77,LOSE_WEIGHT
16,30.31,LOSE_WEIGHT
21,25.3,LOSE_WEIGHT
32,14.82,GAIN_MUSCLE
41,18.22,GAIN_MUSCLE
48,21.53,MAINTAIN
41,20.46,MAINTAIN
31,12.76,GAIN_MUSCLE
57,18.96,MAINTAIN
58,16.47,GAIN_MUSCLE
38,19.69,MAINTAIN
39,41.4,LOSE_WEIGHT
21,16.17,GAIN_MUSCLE
20,31.54,LOSE_WEIGHT
38,16.98,GAIN_MUSCLE
47,37.17,LOSE_WEIGHT
43,23.22,MAINTAIN
57,40.22,LOSE_WEIGHT
36,25.08,LOSE_WEIGHT
40,17.14,GAIN_MUSCLE
42,12.6,GAIN_MUSCLE
35,23.09,MAINTAIN
21,20.66,MAINTAIN
31,34.72,LOSE_WEIGHT
34,28.3,LOSE_WEIGHT
55,29.22,LOSE_WEIGHT
34,26.99,LOSE_WEIGHT
36,45.79,LOSE_WEIGHT
42,27.96,LOSE_WEIGHT
54,35.37,LOSE_WEIGHT
21,33.46,LOSE_WEIGHT
15,24.6,MAINTAIN
46,16.18,GAIN_MUSCLE
27,15.78,GAIN_MUSCLE
44,17.91,GAIN_MUSCLE
37,14.09,GAIN_MUSCLE
33,22.35,MAINTAIN
46,24.38,MAINTAIN
44,19.83,MAINTAIN
43,21.5,MAINTAIN
59,27.16,LOSE_WEIGHT
43,17.85,GAIN_MUSCLE
44,19.16,MAINTAIN
30,23.67,MAINTAIN
54,13.91,GAIN_MUSCLE
33,18.37,GAIN_MUSCLE
32,21.42,MAINTAIN
15,19.23,MAINTAIN
28,16.21,GAIN_MUSCLE
16,29.24,LOSE_WEIGHT
42,31.33,LOSE_WEIGHT
44,20.88,MAINTAIN
52,16.9,GAIN_MUSCLE
18,22.09,MAINTAIN
15,34.58,LOSE_WEIGHT
22,19.62,MAINTAIN
43,17.31,GAIN_MUSCLE
53,29.08,LOSE_WEIGHT
17,24.31,MAINTAIN
46,31.11,LOSE_WEIGHT
24,17.83,GAIN_MUSCLE
24,14.99,GAIN_MUSCLE
33,23.72,MAINTAIN
48,19.21,MAINTAIN
47,21.4,MAINTAIN
37,26.71,LOSE_WEIGHT
42,30.2,LOSE_WEIGHT
46,26.05,LOSE_WEIGHT
21,12.52,GAIN_MUSCLE
43,20.74,MAINTAIN
22,23.14,MAINTAIN
15,32.56,LOSE_WEIGHT
17,26.08,LOSE_WEIGHT
38,20.02,MAINTAIN
37,22.94,MAINTAIN
22,19.06,MAINTAIN
51,26.57,LOSE_WEIGHT
17,19.59,MAINTAIN
47,20.21,MAINTAIN
42,15.66,GAIN_MUSCLE
22,38.81,LOSE_WEIGHT
48,20.49,MAINTAIN
49,42.13,LOSE_WEIGHT
46,29.19,LOSE_WEIGHT
38,39.2,LOSE_WEIGHT
28,26.64,LOSE_WEIGHT
46,23.68,MAINTAIN
57,25.58,LOSE_WEIGHT
30,22.51,MAINTAIN
18,30.29,LOSE_WEIGHT
51,23.25,MAINTAIN
35,25.85,LOSE_WEIGHT
28,16.06,GAIN_MUSCLE
45,23.73,MAINTAIN
32,14.64,GAIN_MUSCLE
21,35.23,LOSE_WEIGHT
24,22.12,MAINTAIN
21,28.45,LOSE_WEIGHT
47,27.37,LOSE_WEIGHT
37,16.13,GAIN_MUSCLE
35,25.43,LOSE_WEIGHT
33,24.77,MAINTAIN
33,19.31,MAINTAIN
50,23.08,MAINTAIN
43,28.68,LOSE_WEIGHT
32,25.51,LOSE_WEIGHT
16,13.62,GAIN_MUSCLE
15,29.12,LOSE_WEIGHT
19,37.01,LOSE_WEIGHT
34,14.33,GAIN_MUSCLE
25,17.9,GAIN_MUSCLE
56,26.77,LOSE_WEIGHT
16,44.4,LOSE_WEIGHT
17,22.19,MAINTAIN
37,27.29,LOSE_WEIGHT
26,35.63,LOSE_WEIGHT
34,16.58,GAIN_MUSCLE
19,19.08,MAINTAIN
51,17.58,GAIN_MUSCLE
52,20.58,MAINTAIN
44,15.28,GAIN_MUSCLE
23,38.63,LOSE_WEIGHT
48,21.09,MAINTAIN
58,28.01,LOSE_WEIGHT
49,27.53,LOSE_WEIGHT
36,37.06,LOSE_WEIGHT
58,25.89,LOSE_WEIGHT
38,27.74,LOSE_WEIGHT
31,25.04,LOSE_WEIGHT
24,21.12,MAINTAIN
44,34.56,LOSE_WEIGHT
37,40.75,LOSE_WEIGHT
46,32.87,LOSE_WEIGHT
31,23.75,MAINTAIN
31,22.89,MAINTAIN
28,27.99,LOSE_WEIGHT
23,28.09,LOSE_WEIGHT
54,18.63,MAINTAIN
16,21.1,MAINTAIN
59,25.95,LOSE_WEIGHT
39,25.44,LOSE_WEIGHT
53,25.24,LOSE_WEIGHT
23,27.24,LOSE_WEIGHT
36,25.92,LOSE_WEIGHT
57,34.46,LOSE_WEIGHT
18,27.14,LOSE_WEIGHT
40,25.66,LOSE_WEIGHT
43,13.91,GAIN_MUSCLE
59,19.04,MAINTAIN
48,23.43,MAINTAIN
37,28.48,LOSE_WEIGHT
51,19.63,MAINTAIN
25,40.12,LOSE_WEIGHT
20,27.96,LOSE_WEIGHT
32,42.75,LOSE_WEIGHT
35,23.12,MAINTAIN
56,28.36,LOSE_WEIGHT
50,28.84,LOSE_WEIGHT
55,22.97,MAINTAIN
52,34.08,LOSE_WEIGHT
48,26.42,LOSE_WEIGHT
31,27.99,LOSE_WEIGHT
51,32.11,LOSE_WEIGHT
39,24.9,MAINTAIN
52,41.61,LOSE_WEIGHT
26,35.6,LOSE_WEIGHT
37,17.05,GAIN_MUSCLE
56,37.08,LOSE_WEIGHT
36,31.17,LOSE_WEIGHT
35,14.17,GAIN_MUSCLE
41,17.42,GAIN_MUSCLE
45,40.86,LOSE_WEIGHT
20,26.52,LOSE_WEIGHT
41,43.61,LOSE_WEIGHT
54,34.94,LOSE_WEIGHT
48,14.33,GAIN_MUSCLE
26,17.84,GAIN_MUSCLE
59,21.09,MAINTAIN
21,26.17,LOSE_WEIGHT
24,30.01,LOSE_WEIGHT
59,23.92,MAINTAIN
31,16.34,GAIN_MUSCLE
40,37.09,LOSE_WEIGHT
35,19.26,MAINTAIN
42,14.32,GAIN_MUSCLE
16,16.38,GAIN_MUSCLE
57,19.72,MAINTAIN
15,32.01,LOSE_WEIGHT
50,36.21,LOSE_WEIGHT
40,31.46,LOSE_WEIGHT
43,12.87,GAIN_MUSCLE
35,30.81,LOSE_WEIGHT
25,35.89,LOSE_WEIGHT
54,22.76,MAINTAIN
25,27.21,LOSE_WEIGHT
50,31.61,LOSE_WEIGHT
53,23.34,MAINTAIN
54,18.53,MAINTAIN
49,36.69,LOSE_WEIGHT
48,28.67,LOSE_WEIGHT
38,39.67,LOSE_WEIGHT
36,13.84,GAIN_MUSCLE
19,28.16,LOSE_WEIGHT
47,36.83,LOSE_WEIGHT
50,29.11,LOSE_WEIGHT
34,16.43,GAIN_MUSCLE
33,29.36,LOSE_WEIGHT
49,16.16,GAIN_MUSCLE
57,26.67,LOSE_WEIGHT
31,33.69,LOSE_WEIGHT
59,18.06,GAIN_MUSCLE
57,32.35,LOSE_WEIGHT
48,21.4,MAINTAIN
23,24.38,MAINTAIN
40,28.66,LOSE_WEIGHT
16,15.23,GAIN_MUSCLE
23,16.08,GAIN_MUSCLE
23,23.18,MAINTAIN
54,13.51,GAIN_MUSCLE
31,35.57,LOSE_WEIGHT
15,23.73,MAINTAIN
39,21.25,MAINTAIN
57,20.83,MAINTAIN
54,20.07,MAINTAIN
56,22.75,MAINTAIN
39,25.31,LOSE_WEIGHT
53,13.4,GAIN_MUSCLE
49,29.68,LOSE_WEIGHT
17,29.35,LOSE_WEIGHT
51,34.75,LOSE_WEIGHT
58,17.96,GAIN_MUSCLE
58,34.69,LOSE_WEIGHT
44,31.0,LOSE_WEIGHT
52,19.1,MAINTAIN
48,13.83,GAIN_MUSCLE
26,20.23,MAINTAIN
33,42.73,LOSE_WEIGHT
51,20.94,MAINTAIN
58,26.75,LOSE_WEIGHT
31,22.82,MAINTAIN
24,22.8,MAINTAIN
26,29.5,LOSE_WEIGHT
30,19.41,MAINTAIN
38,27.55,LOSE_WEIGHT
33,26.13,LOSE_WEIGHT
22,27.26,LOSE_WEIGHT
45,20.61,MAINTAIN
35,35.24,LOSE_WEIGHT
31,18.34,GAIN_MUSCLE
37,41.82,LOSE_WEIGHT
51,25.53,LOSE_WEIGHT
30,28.82,LOSE_WEIGHT
20,29.8,LOSE_WEIGHT
22,27.32,LOSE_WEIGHT
39,25.87,LOSE_WEIGHT
32,34.59,LOSE_WEIGHT
39,16.86,GAIN_MUSCLE
26,20.14,MAINTAIN
29,20.19,MAINTAIN
40,17.24,GAIN_MUSCLE
55,23.69,MAINTAIN
59,33.96,LOSE_WEIGHT
40,28.68,LOSE_WEIGHT
46,27.66,LOSE_WEIGHT
24,27.48,LOSE_WEIGHT
30,26.93,LOSE_WEIGHT
21,39.67,LOSE_WEIGHT
31,19.14,MAINTAIN
37,18.86,MAINTAIN
40,26.91,LOSE_WEIGHT
35,43.92,LOSE_WEIGHT
36,17.08,GAIN_MUSCLE
21,36.57,LOSE_WEIGHT
28,17.02,GAIN_MUSCLE
29,23.94,MAINTAIN
21,21.22,MAINTAIN
23,34.13,LOSE_WEIGHT
22,40.78,LOSE_WEIGHT
37,18.36,GAIN_MUSCLE
43,36.18,LOSE_WEIGHT
32,31.54,LOSE_WEIGHT
45,38.12,LOSE_WEIGHT
44,16.82,GAIN_MUSCLE
53,24.99,LOSE_WEIGHT
49,35.86,LOSE_WEIGHT
32,14.21,GAIN_MUSCLE
56,28.5,LOSE_WEIGHT
53,18.79,MAINTAIN
31,34.67,LOSE_WEIGHT
28,31.88,LOSE_WEIGHT
45,23.3,MAINTAIN
38,26.51,LOSE_WEIGHT
49,29.96,LOSE_WEIGHT
58,30.18,LOSE_WEIGHT
59,18.81,MAINTAIN
48,25.81,LOSE_WEIGHT
17,33.08,LOSE_WEIGHT
51,12.5,GAIN_MUSCLE
57,32.22,LOSE_WEIGHT
54,18.92,MAINTAIN
40,35.1,LOSE_WEIGHT
37,19.2,MAINTAIN
58,34.79,LOSE_WEIGHT
53,31.94,LOSE_WEIGHT
29,19.18,MAINTAIN
18,21.55,MAINTAIN
43,12.61,GAIN_MUSCLE
36,20.6,MAINTAIN
39,12.18,GAIN_MUSCLE
27,28.11,LOSE_WEIGHT
32,30.0,LOSE_WEIGHT
47,43.55,LOSE_WEIGHT
30,20.72,MAINTAIN
59,42.66,LOSE_WEIGHT
56,22.49,MAINTAIN
58,23.8,MAINTAIN
16,20.47,MAINTAIN
49,28.75,LOSE_WEIGHT
56,20.55,MAINTAIN
48,19.76,MAINTAIN
44,23.75,MAINTAIN
27,27.38,LOSE_WEIGHT
27,35.87,LOSE_WEIGHT
32,23.4,MAINTAIN
46,27.98,LOSE_WEIGHT
46,36.97,LOSE_WEIGHT
49,29.63,LOSE_WEIGHT
53,11.22,GAIN_MUSCLE
43,27.4,LOSE_WEIGHT
43,35.32,LOSE_WEIGHT
58,17.12,GAIN_MUSCLE
30,25.54,LOSE_WEIGHT
58,19.34,MAINTAIN
24,18.53,MAINTAIN
44,15.7,GAIN_MUSCLE
39,16.52,GAIN_MUSCLE
53,20.54,MAINTAIN
34,25.07,LOSE_WEIGHT
19,22.24,MAINTAIN
15,15.13,GAIN_MUSCLE
44,14.0,GAIN_MUSCLE
17,13.81,GAIN_MUSCLE
59,31.1,LOSE_WEIGHT
28,23.04,MAINTAIN
44,11.9,GAIN_MUSCLE
18,27.02,LOSE_WEIGHT
32,30.11,LOSE_WEIGHT
51,35.41,LOSE_WEIGHT
39,41.3,LOSE_WEIGHT
15,36.01,LOSE_WEIGHT
29,36.46,LOSE_WEIGHT
23,26.47,LOSE_WEIGHT
29,27.29,LOSE_WEIGHT
38,32.31,LOSE_WEIGHT
18,21.68,MAINTAIN
26,15.24,GAIN_MUSCLE
51,17.36,GAIN_MUSCLE
51,22.29,MAINTAIN
57,16.23,GAIN_MUSCLE
20,17.39,GAIN_MUSCLE
53,28.62,LOSE_WEIGHT
38,20.01,MAINTAIN
25,41.51,LOSE_WEIGHT
27,18.11,GAIN_MUSCLE
48,30.23,LOSE_WEIGHT
39,27.58,LOSE_WEIGHT
21,31.49,LOSE_WEIGHT
18,19.7,MAINTAIN
22,17.5,GAIN_MUSCLE
34,16.43,GAIN_MUSCLE
43,17.21,GAIN_MUSCLE
59,29.43,LOSE_WEIGHT
24,19.78,MAINTAIN
57,33.16,LOSE_WEIGHT
48,18.86,MAINTAIN
40,39.83,LOSE_WEIGHT
55,25.74,LOSE_WEIGHT
17,28.38,LOSE_WEIGHT
20,15.0,GAIN_MUSCLE
19,24.91,LOSE_WEIGHT
19,16.06,GAIN_MUSCLE
37,23.11,MAINTAIN
23,27.38,LOSE_WEIGHT
49,14.46,GAIN_MUSCLE
34,14.19,GAIN_MUSCLE
56,31.04,LOSE_WEIGHT
49,20.04,MAINTAIN
32,27.13,LOSE_WEIGHT
31,26.14,LOSE_WEIGHT
38,13.69,GAIN_MUSCLE
17,11.77,GAIN_MUSCLE
46,29.98,LOSE_WEIGHT
49,12.71,GAIN_MUSCLE
52,17.11,GAIN_MUSCLE
27,26.91,LOSE_WEIGHT
39,12.73,GAIN_MUSCLE
23,41.58,LOSE_WEIGHT
18,12.07,GAIN_MUSCLE
28,31.06,LOSE_WEIGHT
51,25.07,LOSE_WEIGHT
48,20.0,MAINTAIN
25,26.13,LOSE_WEIGHT
55,19.07,MAINTAIN
17,41.55,LOSE_WEIGHT
42,38.55,LOSE_WEIGHT
43,20.48,MAINTAIN
23,19.79,MAINTAIN
17,26.34,LOSE_WEIGHT
39,29.21,LOSE_WEIGHT
48,17.59,GAIN_MUSCLE
26,34.62,LOSE_WEIGHT
56,22.57,MAINTAIN
23,31.04,LOSE_WEIGHT
29,19.6,MAINTAIN
54,18.04,GAIN_MUSCLE
39,24.63,MAINTAIN
19,27.61,LOSE_WEIGHT
25,32.72,LOSE_WEIGHT
48,22.9,MAINTAIN
38,19.56,MAINTAIN
29,25.47,LOSE_WEIGHT
52,20.17,MAINTAIN
22,14.79,GAIN_MUSCLE
19,24.75,MAINTAIN
40,29.09,LOSE_WEIGHT
32,30.93,LOSE_WEIGHT
20,16.64,GAIN_MUSCLE
51,30.79,LOSE_WEIGHT
27,26.63,LOSE_WEIGHT
42,24.88,MAINTAIN
19,17.72,GAIN_MUSCLE
27,44.69,LOSE_WEIGHT
31,35.2,LOSE_WEIGHT
54,20.54,MAINTAIN
59,24.46,MAINTAIN
46,44.66,LOSE_WEIGHT
43,23.78,MAINTAIN
17,15.62,GAIN_MUSCLE
54,29.64,LOSE_WEIGHT
48,37.41,LOSE_WEIGHT
54,33.7,LOSE_WEIGHT
41,28.34,LOSE_WEIGHT
27,37.93,LOSE_WEIGHT
59,25.99,LOSE_WEIGHT
47,17.57,GAIN_MUSCLE
20,18.14,GAIN_MUSCLE
38,19.97,MAINTAIN
33,24.36,MAINTAIN
30,31.31,LOSE_WEIGHT
54,26.75,LOSE_WEIGHT
42,24.12,MAINTAIN
47,25.98,LOSE_WEIGHT
55,19.45,MAINTAIN
27,25.83,LOSE_WEIGHT
57,24.66,MAINTAIN
59,20.92,MAINTAIN
39,26.23,LOSE_WEIGHT
56,12.8,GAIN_MUSCLE
50,31.77,LOSE_WEIGHT
41,25.97,LOSE_WEIGHT
52,27.78,LOSE_WEIGHT
21,37.57,LOSE_WEIGHT
19,16.21,GAIN_MUSCLE
57,23.07,MAINTAIN
59,27.94,LOSE_WEIGHT
45,26.22,LOSE_WEIGHT
37,12.58,GAIN_MUSCLE
56,21.68,MAINTAIN
24,29.32,LOSE_WEIGHT
46,22.79,MAINTAIN
57,27.51,LOSE_WEIGHT
44,25.9,LOSE_WEIGHT
53,36.45,LOSE_WEIGHT
45,34.28,LOSE_WEIGHT
32,18.17,GAIN_MUSCLE
50,24.2,MAINTAIN
16,23.1,MAINTAIN
28,18.71,MAINTAIN
27,33.14,LOSE_WEIGHT
43,18.55,MAINTAIN
26,13.55,GAIN_MUSCLE
53,22.23,MAINTAIN
16,22.6,MAINTAIN
46,33.97,LOSE_WEIGHT
27,40.3,LOSE_WEIGHT
41,22.12,MAINTAIN
55,40.31,LOSE_WEIGHT
31,41.22,LOSE_WEIGHT
54,21.79,MAINTAIN
45,30.02,LOSE_WEIGHT
48,24.8,MAINTAIN
38,22.26,MAINTAIN
59,29.38,LOSE_WEIGHT
49,26.94,LOSE_WEIGHT
20,31.21,LOSE_WEIGHT
33,18.32,GAIN_MUSCLE
44,32.77,LOSE_WEIGHT
21,35.97,LOSE_WEIGHT
24,28.47,LOSE_WEIGHT
55,38.86,LOSE_WEIGHT
46,14.57,GAIN_MUSCLE
48,24.69,MAINTAIN
42,18.83,MAINTAIN
29,19.47,MAINTAIN
44,17.2,GAIN_MUSCLE
51,26.03,LOSE_WEIGHT
43,17.62,GAIN_MUSCLE
36,30.81,LOSE_WEIGHT
18,25.28,LOSE_WEIGHT
34,29.7,LOSE_WEIGHT
46,28.55,LOSE_WEIGHT
50,16.04,GAIN_MUSCLE
18,37.82,LOSE_WEIGHT
41,20.47,MAINTAIN
31,29.31,LOSE_WEIGHT
26,26.82,LOSE_WEIGHT
36,34.57,LOSE_WEIGHT
31,40.95,LOSE_WEIGHT
24,21.27,MAINTAIN
15,44.36,LOSE_WEIGHT
36,23.88,MAINTAIN
40,32.62,LOSE_WEIGHT
32,42.74,LOSE_WEIGHT
28,42.18,LOSE_WEIGHT
43,16.78,GAIN_MUSCLE
