elo,player_count,level,matches_week,trainings_week,fatigue,hour,day,duration,field_available,field_pressure,field_capacity,distance_km,weather_score,temp_comfort,has_tournament,tournament_priority,field_tournament_fit,label,win_ratio,team_load,is_weekend,is_peak_hour,field_fits
1545,19,3,4,1,9,20,0,120,1,0.36,20,9.25,0.7,0.5,0,0,1,1,0.7428571428571429,5,0,1,1
1497,15,1,1,2,4,22,2,90,1,0.39,20,10.24,0.2,0.2,0,0,1,0,0.7222222222222222,3,0,0,1
1529,18,1,1,3,5,22,6,120,0,0.16,15,6.93,0.5,0.2,0,0,1,0,0.5,4,1,0,0
849,13,2,5,4,10,8,5,90,0,0.48,30,6.78,0.0,0.5,0,0,1,0,0.6896551724137931,9,1,0,1
1252,18,1,4,3,10,20,0,90,1,0.43,20,7.14,1.0,1.0,0,0,1,1,0.5,7,0,1,1
821,17,3,4,4,10,10,6,120,0,0.97,15,10.51,1.0,0.2,1,1,0,0,0.4,8,1,0,0
1328,11,3,2,2,6,8,3,90,0,0.32,30,7.85,1.0,1.0,1,1,1,1,0.5660377358490566,4,0,0,1
1403,9,2,4,6,10,10,2,120,1,0.68,15,11.95,1.0,0.2,1,3,0,0,0.6756756756756757,10,0,0,1
1033,19,3,0,5,5,10,0,120,1,0.5,15,3.09,0.7,1.0,0,0,1,1,0.375,5,0,0,0
1360,12,1,2,6,10,22,3,90,0,0.92,15,11.61,0.0,1.0,1,3,0,0,0.2222222222222222,8,0,0,1
1205,12,3,0,6,6,22,4,120,1,0.44,30,9.19,1.0,0.2,0,0,1,1,0.1111111111111111,6,0,0,1
1491,20,1,4,2,10,22,4,120,1,0.33,20,5.27,1.0,0.5,0,0,1,0,0.7368421052631579,6,0,0,1
1088,16,2,2,2,6,22,6,90,1,0.07,15,1.69,0.5,0.5,0,0,1,1,0.5,4,1,0,0
1315,20,3,1,1,3,14,3,120,1,0.8,10,2.79,0.5,0.2,0,0,1,1,0.5,2,0,0,0
1034,10,1,0,1,1,20,1,120,1,0.69,30,1.51,0.7,0.2,0,0,1,1,0.8333333333333334,1,0,1,1
1410,8,1,0,1,1,18,6,120,1,0.87,10,10.78,0.5,0.2,0,0,1,1,0.4772727272727273,1,1,1,1
1079,12,1,2,7,10,8,6,90,0,0.55,10,1.74,0.2,1.0,1,2,0,0,0.39215686274509803,9,1,0,0
932,19,2,5,0,10,18,6,120,1,0.49,20,2.79,1.0,0.5,1,2,1,1,0.5,5,1,1,1
1175,8,3,5,6,10,8,3,120,1,0.23,15,10.38,0.2,1.0,0,0,1,0,0.68,11,0,0,1
1093,14,1,4,6,10,22,0,120,1,0.73,10,4.39,1.0,0.5,0,0,1,0,0.8125,10,0,0,0
957,13,3,1,2,4,20,1,60,1,0.63,30,9.24,0.5,0.5,0,0,1,1,0.2903225806451613,3,0,1,1
1204,12,1,5,7,10,16,6,120,0,0.96,10,4.95,0.7,0.5,0,0,1,0,0.4146341463414634,12,1,1,0
1205,12,3,0,6,6,22,4,120,1,0.44,30,9.19,1.0,0.2,0,0,1,1,0.1111111111111111,6,0,0,1
866,11,1,4,7,10,18,5,90,1,0.56,20,7.38,1.0,1.0,1,1,1,1,0.30303030303030304,11,1,1,1
1439,6,3,5,7,10,16,3,60,1,0.02,30,6.44,0.2,0.2,1,3,1,0,0.75,12,0,1,1
1548,10,3,5,5,10,22,5,120,0,0.37,20,9.67,0.7,0.5,1,3,1,0,0.0,10,1,0,1
817,9,3,3,5,10,8,1,90,1,0.3,10,6.85,1.0,0.5,0,0,1,1,0.5,8,0,0,1
945,15,2,3,3,9,22,2,120,0,0.64,10,7.29,0.2,0.5,0,0,1,0,0.46551724137931033,6,0,0,0
1561,6,3,4,7,10,16,3,90,1,0.27,20,2.63,1.0,0.2,1,3,1,1,0.7317073170731707,11,0,1,1
1439,7,2,4,7,10,22,4,60,0,0.24,30,8.63,1.0,1.0,0,0,1,0,0.05555555555555555,11,0,0,1
1019,6,2,4,3,10,18,5,120,0,0.3,30,11.33,0.5,0.5,1,1,1,0,0.56,7,1,1,1
1485,15,1,0,3,3,10,1,90,1,0.17,20,4.82,0.2,1.0,1,1,1,1,0.2222222222222222,3,0,0,1
1151,17,2,5,1,10,18,5,120,0,0.21,30,1.59,0.5,0.2,1,2,1,0,0.41935483870967744,6,1,1,1
1014,19,1,2,2,6,16,1,120,1,0.95,20,2.9,0.5,1.0,0,0,1,1,0.6153846153846154,4,0,1,1
880,6,2,4,2,10,22,5,60,1,0.48,30,9.04,0.0,0.2,0,0,1,0,0.75,6,1,0,1
931,7,1,0,3,3,10,2,90,0,0.88,10,10.3,0.7,0.2,0,0,1,0,0.4166666666666667,3,0,0,1
1010,14,2,5,1,10,8,1,90,1,0.96,15,9.13,0.7,1.0,0,0,1,0,0.3673469387755102,6,0,0,1
1010,8,1,4,3,10,18,3,90,1,0.28,30,12.57,0.7,0.5,1,2,1,1,0.4,7,0,1,1
941,8,1,2,3,7,20,1,60,0,0.36,30,6.57,0.5,0.5,1,3,1,0,0.5882352941176471,5,0,1,1
1171,6,2,0,3,3,14,1,60,0,0.26,10,2.52,1.0,1.0,0,0,1,1,0.4807692307692308,3,0,0,1
1466,8,3,0,0,0,14,2,120,1,0.01,15,6.15,0.7,0.2,0,0,1,1,0.3684210526315789,0,0,0,1
1078,15,3,2,7,10,22,2,120,0,0.87,20,2.78,0.5,0.2,0,0,1,0,0.4888888888888889,9,0,0,1
891,6,3,3,6,10,14,2,120,0,0.87,20,6.84,0.0,0.2,1,2,1,0,0.2,9,0,0,1
1442,16,2,2,6,10,14,4,90,1,0.01,20,6.87,1.0,0.5,1,1,1,1,0.15,8,0,0,1
1053,16,1,0,2,2,14,5,120,1,0.82,30,12.13,1.0,1.0,1,2,1,1,0.10344827586206896,2,1,0,1
1465,9,3,2,1,5,16,4,90,1,0.67,20,7.54,1.0,1.0,0,0,1,1,0.45454545454545453,3,0,1,1
1500,6,1,2,6,10,16,0,90,1,0.52,30,10.87,0.7,0.5,0,0,1,0,0.42857142857142855,8,0,1,1
1157,20,3,1,3,5,16,5,120,1,0.73,30,2.53,0.5,0.2,0,0,1,1,0.4782608695652174,4,1,1,1
872,6,2,5,5,10,14,1,120,1,0.36,30,4.53,0.7,0.2,0,0,1,1,0.6470588235294118,10,0,0,1
1372,20,1,0,3,3,22,4,120,1,0.51,20,1.67,0.7,1.0,0,0,1,1,0.10714285714285714,3,0,0,1
1482,18,1,2,1,5,18,4,120,1,0.24,10,8.32,0.7,0.5,0,0,1,1,0.9545454545454546,3,0,1,0
1579,6,2,1,5,7,18,4,120,1,0.63,30,8.19,0.7,1.0,0,0,1,1,0.35135135135135137,6,0,1,1
1216,6,3,2,6,10,16,1,60,1,0.25,30,2.87,0.5,1.0,0,0,1,1,0.3695652173913043,8,0,1,1
932,16,2,1,4,6,18,2,90,0,0.7,10,4.16,0.2,0.2,0,0,1,0,0.2857142857142857,5,0,1,0
992,14,3,5,6,10,22,0,60,0,0.86,15,10.24,1.0,1.0,0,0,1,0,0.8636363636363636,11,0,0,1
1502,19,2,2,7,10,8,0,90,1,0.91,10,7.58,1.0,1.0,0,0,1,0,0.5084745762711864,9,0,0,0
1548,18,3,3,5,10,22,5,90,0,0.81,15,8.83,0.0,0.5,0,0,1,0,0.38,8,1,0,0
1457,8,1,3,6,10,22,4,90,0,0.16,10,8.99,1.0,0.2,1,1,0,0,0.42857142857142855,9,0,0,1
1116,15,1,1,7,9,14,2,120,0,0.52,15,5.46,0.7,0.5,0,0,1,0,0.8181818181818182,8,0,0,1
1585,11,3,1,5,7,20,6,60,1,0.19,15,4.21,0.7,0.5,1,2,0,1,0.5833333333333334,6,1,1,1
1504,15,1,1,5,7,22,6,60,0,0.76,15,6.47,0.0,0.5,0,0,1,0,0.8064516129032258,6,1,0,1
1364,6,3,4,1,9,20,0,90,0,0.33,20,8.03,0.2,1.0,0,0,1,0,0.5319148936170213,5,0,1,1
1478,15,1,3,0,6,18,2,120,1,0.0,20,4.28,0.7,0.5,0,0,1,1,0.4,3,0,1,1
1194,19,2,5,6,10,20,3,120,0,0.42,30,12.29,0.0,0.2,0,0,1,0,0.15625,11,0,1,1
1381,6,2,0,6,6,18,4,120,1,0.46,30,11.35,0.5,0.2,0,0,1,1,0.5416666666666666,6,0,1,1
884,13,3,2,3,7,18,1,60,0,0.7,30,4.87,0.2,0.5,0,0,1,0,0.5555555555555556,5,0,1,1
1172,12,1,3,1,7,20,3,90,1,0.14,10,9.58,1.0,0.5,0,0,1,1,0.4722222222222222,4,0,1,0
853,7,2,0,1,1,18,2,120,1,0.06,15,9.86,0.2,0.5,1,2,0,1,0.7419354838709677,1,0,1,1
1142,14,3,0,5,5,10,6,120,1,0.11,30,10.35,1.0,0.5,0,0,1,1,0.6875,5,1,0,1
1584,10,2,4,0,8,8,5,60,1,0.03,20,0.96,1.0,1.0,0,0,1,1,0.40476190476190477,4,1,0,1
1301,16,3,4,7,10,16,3,120,1,0.46,20,2.97,0.7,1.0,0,0,1,1,0.6521739130434783,11,0,1,1
939,20,1,0,7,7,16,3,60,0,0.97,30,6.26,0.5,0.5,1,2,1,0,0.7837837837837838,7,0,1,1
1007,17,1,0,5,5,20,2,120,1,0.34,10,5.25,0.2,0.5,0,0,1,0,0.8666666666666667,5,0,1,0
967,6,3,1,3,5,8,5,60,1,1.0,15,3.65,0.7,0.5,0,0,1,1,0.30303030303030304,4,1,0,1
1518,16,2,1,1,3,14,2,90,0,0.83,30,8.05,0.0,1.0,0,0,1,0,0.6896551724137931,2,0,0,1
1365,7,3,0,5,5,20,2,60,1,0.52,30,6.51,1.0,0.5,1,3,1,1,0.14285714285714285,5,0,1,1
1477,16,1,1,1,3,18,2,60,1,0.9,20,8.34,1.0,0.5,1,2,1,1,0.7073170731707317,2,0,1,1
1326,8,1,5,5,10,16,5,120,0,0.47,10,11.2,0.5,0.5,0,0,1,0,0.45454545454545453,10,1,1,1
1507,11,1,5,3,10,8,1,120,0,0.73,30,5.78,0.7,1.0,0,0,1,0,0.3333333333333333,8,0,0,1
1411,18,2,4,7,10,8,1,60,0,0.48,10,13.3,0.5,0.2,0,0,1,0,0.47619047619047616,11,0,0,0
1256,10,2,4,7,10,10,4,60,1,0.58,10,10.77,1.0,0.5,0,0,1,0,0.23076923076923078,11,0,0,1
1382,6,3,3,0,6,10,2,60,1,0.81,10,7.9,1.0,0.5,0,0,1,1,0.5,3,0,0,1
1216,6,3,2,6,10,16,1,60,1,0.25,30,2.87,0.5,1.0,0,0,1,1,0.3695652173913043,8,0,1,1
1421,13,3,4,2,10,10,6,90,1,0.34,20,8.55,1.0,0.2,1,1,1,1,0.3541666666666667,6,1,0,1
1220,17,2,1,3,5,14,6,60,1,0.75,30,7.22,0.7,1.0,0,0,1,1,0.8,4,1,0,1
975,13,1,3,0,6,16,2,120,1,0.78,30,7.81,0.2,0.5,1,2,1,1,0.4,3,0,1,1
884,13,3,3,4,10,18,4,90,0,0.04,20,6.94,0.5,1.0,1,2,1,0,0.3673469387755102,7,0,1,1
1420,13,3,0,3,3,22,2,120,1,0.29,10,2.14,1.0,0.5,1,3,0,1,0.6111111111111112,3,0,0,0
1251,17,3,2,3,7,18,2,90,1,0.57,20,6.82,0.7,1.0,0,0,1,1,0.8181818181818182,5,0,1,1
984,14,3,0,7,7,14,4,90,1,0.37,30,3.36,1.0,0.5,0,0,1,1,0.09523809523809523,7,0,0,1
1339,13,3,4,7,10,20,5,90,1,0.11,30,7.38,0.5,0.5,0,0,1,0,0.3541666666666667,11,1,1,1
1509,9,1,2,4,8,20,5,60,0,0.34,30,7.36,0.5,0.5,1,2,1,0,0.42592592592592593,6,1,1,1
1257,8,2,1,3,5,18,2,60,1,0.88,10,6.85,1.0,1.0,0,0,1,1,0.28125,4,0,1,1
1007,15,2,5,4,10,8,0,60,1,0.9,20,7.94,0.7,0.5,0,0,1,0,0.3157894736842105,9,0,0,1
875,14,1,0,7,7,10,4,60,1,0.47,10,5.61,0.0,0.2,0,0,1,0,0.25,7,0,0,0
1207,11,1,0,1,1,20,5,90,1,0.7,10,4.75,0.7,1.0,0,0,1,1,0.5,1,1,1,0
935,17,3,3,4,10,10,4,90,1,0.72,10,11.83,0.2,1.0,1,2,0,0,0.5135135135135135,7,0,0,0
1394,16,2,0,4,4,16,4,60,1,0.33,15,9.49,1.0,0.2,0,0,1,1,0.3333333333333333,4,0,1,0
1122,10,3,5,7,10,8,3,120,0,0.87,15,6.3,0.7,0.2,1,2,0,0,0.8,12,0,0,1
1380,14,3,4,7,10,16,0,120,0,0.46,10,9.96,0.2,1.0,0,0,1,0,0.3,11,0,1,0
1065,7,2,5,1,10,10,1,120,1,0.68,20,10.82,0.2,1.0,0,0,1,0,0.8125,6,0,0,1
1156,6,1,3,5,10,14,1,60,0,0.31,20,6.02,0.0,1.0,1,2,1,0,0.25925925925925924,8,0,0,1
1109,12,1,0,2,2,22,6,90,1,0.17,30,2.92,0.7,0.2,0,0,1,1,0.8571428571428571,2,1,0,1
1374,20,3,3,6,10,18,3,90,1,0.97,10,1.51,0.7,0.5,0,0,1,0,0.8387096774193549,9,0,1,0
1281,19,3,5,3,10,22,2,120,1,0.74,30,10.77,0.5,1.0,0,0,1,0,0.125,8,0,0,1
1185,11,1,1,5,7,14,4,90,1,0.93,15,8.69,0.5,1.0,0,0,1,0,0.6071428571428571,6,0,0,1
834,13,2,4,7,10,18,5,60,1,0.53,30,6.29,1.0,0.5,1,3,1,1,0.325,11,1,1,1
1120,20,3,0,2,2,8,3,90,1,0.25,10,7.74,0.5,1.0,0,0,1,1,0.7058823529411765,2,0,0,0
955,17,3,1,4,6,16,0,90,1,0.51,20,8.22,0.5,1.0,0,0,1,1,0.45454545454545453,5,0,1,1
1474,15,3,0,6,6,20,0,120,0,0.26,20,9.78,0.2,1.0,0,0,1,0,0.625,6,0,1,1
983,19,2,3,1,7,22,1,90,1,0.37,20,0.39,0.7,1.0,0,0,1,1,0.3673469387755102,4,0,0,1
1290,13,2,0,5,5,16,3,120,1,0.64,15,7.58,0.7,0.2,0,0,1,1,0.5555555555555556,5,0,1,1
1352,12,1,2,1,5,8,0,120,1,0.17,30,5.97,0.2,0.2,1,1,1,1,0.08823529411764706,3,0,0,1
1428,12,3,2,3,7,18,6,90,1,0.07,20,4.28,0.0,0.2,0,0,1,0,0.4444444444444444,5,1,1,1
996,15,1,2,3,7,18,4,60,1,0.85,30,6.39,1.0,0.5,0,0,1,1,0.32142857142857145,5,0,1,1
1566,12,1,1,1,3,16,1,120,1,0.03,30,7.1,0.2,1.0,0,0,1,1,0.2564102564102564,2,0,1,1
926,6,3,5,7,10,20,0,90,1,0.51,30,1.72,0.2,0.2,1,1,1,0,0.25925925925925924,12,0,1,1
948,13,1,0,2,2,18,1,60,1,0.85,30,2.93,0.5,1.0,0,0,1,1,0.6170212765957447,2,0,1,1
1038,7,3,1,3,5,22,6,60,0,0.31,20,6.63,0.5,0.2,0,0,1,0,0.3235294117647059,4,1,0,1
897,15,3,5,2,10,18,2,60,1,0.23,20,5.87,1.0,0.2,0,0,1,0,0.5769230769230769,7,0,1,1
1273,16,3,5,5,10,14,2,120,1,0.88,30,8.06,1.0,1.0,0,0,1,0,0.5178571428571429,10,0,0,1
1254,7,1,0,4,4,20,3,90,1,0.7,10,7.98,0.5,0.2,0,0,1,1,0.21621621621621623,4,0,1,1
1043,9,2,3,2,8,18,3,120,1,0.6,30,3.5,0.7,1.0,1,1,1,1,0.3958333333333333,5,0,1,1
1245,7,3,0,7,7,14,2,60,1,0.21,20,8.45,1.0,0.2,0,0,1,1,0.6111111111111112,7,0,0,1
1157,16,1,5,6,10,10,2,60,1,0.81,15,7.52,0.7,0.2,0,0,1,0,0.37209302325581395,11,0,0,0
1450,10,2,1,0,2,16,3,120,0,0.82,15,9.17,1.0,1.0,0,0,1,0,0.41025641025641024,1,0,1,1
1310,8,3,1,5,7,8,1,60,1,0.86,15,9.19,1.0,1.0,0,0,1,0,0.8571428571428571,6,0,0,1
1201,18,3,1,2,4,8,2,90,1,0.98,20,4.65,0.5,1.0,1,2,1,1,0.375,3,0,0,1
938,9,1,4,3,10,18,1,60,1,0.0,30,10.24,0.2,0.2,0,0,1,0,0.46,7,0,1,1
819,7,2,2,4,8,18,0,60,1,0.83,30,11.74,0.5,1.0,0,0,1,0,0.42857142857142855,6,0,1,1
1544,10,2,4,3,10,18,0,60,1,0.81,20,7.17,1.0,0.5,0,0,1,0,0.6,7,0,1,1
1057,9,3,2,5,9,18,3,60,1,0.41,20,8.61,1.0,0.5,1,2,1,1,0.5660377358490566,7,0,1,1
1556,6,1,4,4,10,22,0,120,1,0.01,10,7.24,0.7,1.0,0,0,1,0,0.8076923076923077,8,0,0,1
1325,13,3,1,1,3,14,6,60,1,0.54,15,3.71,1.0,1.0,0,0,1,1,0.3695652173913043,2,1,0,1
952,9,2,4,4,10,18,0,60,0,0.69,30,9.46,0.7,0.2,1,1,1,0,0.45454545454545453,8,0,1,1
1468,13,3,4,2,10,8,1,60,1,0.23,10,9.25,0.7,0.5,1,3,0,0,0.41025641025641024,6,0,0,0
884,15,2,2,2,6,18,6,90,1,0.86,30,3.72,0.2,0.5,0,0,1,1,0.95,4,1,1,1
1342,14,3,0,5,5,22,2,90,0,0.57,30,9.56,0.7,0.5,0,0,1,0,0.4857142857142857,5,0,0,1
1244,6,1,0,4,4,8,4,120,1,0.63,10,5.52,0.0,0.5,0,0,1,0,0.1875,4,0,0,1
1355,14,2,1,4,6,14,2,90,1,0.28,20,7.13,0.7,0.2,0,0,1,1,0.32142857142857145,5,0,0,1
851,16,3,0,2,2,20,3,120,1,0.23,15,3.32,0.5,0.2,0,0,1,1,0.49019607843137253,2,0,1,0
949,6,1,4,0,8,18,5,60,1,0.51,10,3.73,0.5,1.0,0,0,1,1,0.3333333333333333,4,1,1,1
1381,18,1,1,0,2,18,4,60,1,0.58,15,8.56,0.5,0.2,0,0,1,0,0.5625,1,0,1,0
1472,17,1,4,2,10,8,3,60,1,0.63,30,10.53,0.5,0.2,0,0,1,0,0.525,6,0,0,1
1555,8,3,2,4,8,22,4,120,1,0.39,30,9.09,0.5,1.0,1,3,1,1,0.23076923076923078,6,0,0,1
1132,14,2,0,6,6,20,4,90,1,0.47,20,0.23,0.0,0.5,0,0,1,0,0.7727272727272727,6,0,1,1
823,13,3,0,2,2,8,4,120,1,0.93,15,10.12,0.7,0.2,0,0,1,0,0.9130434782608695,2,0,0,1
1259,18,1,0,0,0,20,6,120,0,0.72,10,6.85,0.5,0.2,0,0,1,0,0.11764705882352941,0,1,1,0
1052,18,2,2,3,7,16,2,90,1,1.0,30,4.37,1.0,1.0,1,3,1,1,0.75,5,0,1,1
1581,9,3,2,6,10,16,3,90,1,0.0,30,10.8,0.7,0.2,0,0,1,0,0.0,8,0,1,1
896,9,3,3,0,6,14,1,90,1,0.22,20,10.01,0.0,0.5,0,0,1,0,0.34146341463414637,3,0,0,1
818,18,3,1,1,3,14,6,120,0,0.55,20,9.4,0.2,0.2,0,0,1,0,0.2857142857142857,2,1,0,1
1484,7,1,3,3,9,20,4,60,0,0.44,20,0.95,1.0,0.5,0,0,1,0,0.4,6,0,1,1
1091,12,2,4,5,10,14,4,90,1,0.04,15,6.43,1.0,0.5,0,0,1,1,0.875,9,0,0,1
1022,18,3,1,3,5,18,6,120,1,0.03,20,9.91,0.5,0.5,1,1,1,1,0.4,4,1,1,1
1398,6,1,0,1,1,10,1,60,1,0.32,30,13.23,1.0,0.2,0,0,1,1,0.65625,1,0,0,1
1297,20,2,0,5,5,16,3,90,1,0.63,20,7.78,0.2,1.0,0,0,1,1,0.4489795918367347,5,0,1,1
1425,18,3,1,4,6,10,6,60,1,0.74,30,10.31,0.0,1.0,0,0,1,0,0.43333333333333335,5,1,0,1
1184,8,3,3,7,10,16,4,60,1,0.18,20,2.54,1.0,1.0,1,1,1,1,0.48148148148148145,10,0,1,1
842,7,2,0,6,6,20,1,90,1,0.84,10,4.11,0.7,1.0,0,0,1,1,0.10714285714285714,6,0,1,1
1581,12,1,1,2,4,10,4,120,1,0.12,20,2.85,0.5,1.0,0,0,1,1,0.25,3,0,0,1
1400,7,1,5,5,10,8,2,90,1,0.16,30,4.31,0.5,1.0,0,0,1,0,0.5121951219512195,10,0,0,1
1309,6,3,2,7,10,14,4,60,1,0.52,30,4.59,1.0,1.0,0,0,1,1,0.6829268292682927,9,0,0,1
1193,18,1,0,7,7,16,4,120,1,0.07,30,8.11,1.0,1.0,0,0,1,1,0.6333333333333333,7,0,1,1
1258,20,2,0,0,0,10,6,90,0,0.67,20,13.41,0.7,0.5,0,0,1,0,0.37777777777777777,0,1,0,1
805,19,2,3,3,9,20,2,60,1,1.0,20,8.17,0.7,0.5,0,0,1,0,0.34210526315789475,6,0,1,1
1071,16,3,1,0,2,14,1,90,0,0.88,15,7.33,0.5,0.5,1,3,0,0,0.07407407407407407,1,0,0,0
1569,11,1,5,4,10,14,0,120,1,0.74,15,4.98,1.0,0.2,0,0,1,0,0.3333333333333333,9,0,0,1
1159,14,2,4,0,8,16,0,60,1,0.56,15,2.4,0.7,1.0,1,1,0,1,0.4864864864864865,4,0,1,1
841,14,1,4,2,10,16,4,90,0,0.43,10,4.97,0.7,1.0,0,0,1,0,0.5789473684210527,6,0,1,0
1423,14,3,4,0,8,18,4,120,1,0.15,15,10.9,0.7,1.0,1,2,0,1,0.47058823529411764,4,0,1,1
1217,20,2,3,2,8,18,5,120,0,0.85,15,4.35,0.2,0.2,0,0,1,0,0.8333333333333334,5,1,1,0
1337,12,3,3,5,10,18,6,120,1,0.04,30,5.76,1.0,1.0,0,0,1,1,0.5370370370370371,8,1,1,1
1032,7,3,4,0,8,20,4,60,1,0.24,10,8.11,0.0,1.0,1,3,0,0,0.7096774193548387,4,0,1,1
1336,8,2,0,3,3,18,3,120,1,0.32,15,6.98,1.0,0.2,0,0,1,1,0.5777777777777777,3,0,1,1
1126,20,1,1,7,9,20,2,120,1,0.46,10,9.16,1.0,1.0,1,1,0,0,0.5121951219512195,8,0,1,0
926,12,2,3,2,8,18,6,60,0,0.83,10,5.16,0.2,0.5,0,0,1,0,0.5454545454545454,5,1,1,0
994,12,2,0,2,2,16,1,120,1,0.52,10,5.2,1.0,1.0,0,0,1,1,0.6428571428571429,2,0,1,0
908,9,1,5,7,10,8,0,90,0,0.22,10,10.45,0.2,0.5,0,0,1,0,0.0,12,0,0,1
1219,8,1,2,2,6,18,6,120,1,0.28,20,10.53,0.7,0.2,0,0,1,1,0.7692307692307693,4,1,1,1
953,10,1,4,3,10,22,5,90,1,0.46,30,5.21,0.7,1.0,1,1,1,0,0.8108108108108109,7,1,0,1
1298,8,1,0,7,7,18,2,90,0,0.27,20,10.65,0.7,1.0,0,0,1,0,0.03125,7,0,1,1
964,12,2,0,4,4,14,2,90,1,0.19,15,5.16,0.5,1.0,0,0,1,1,0.49122807017543857,4,0,0,1
846,6,1,3,0,6,18,6,60,1,0.34,15,9.06,1.0,0.5,0,0,1,1,0.9090909090909091,3,1,1,1
810,11,2,1,1,3,20,3,120,1,0.6,30,5.87,0.7,0.5,0,0,1,1,0.5714285714285714,2,0,1,1
909,7,1,1,4,6,8,4,120,0,0.66,10,3.78,0.0,0.5,0,0,1,0,0.5294117647058824,5,0,0,1
1290,10,2,2,3,7,10,3,60,1,0.5,10,1.17,1.0,0.5,0,0,1,1,0.575,5,0,0,1
1408,7,3,1,1,3,22,3,120,0,0.61,10,7.47,0.5,0.2,0,0,1,0,0.6470588235294118,2,0,0,1
846,10,3,2,1,5,16,5,90,1,0.6,15,8.31,0.7,1.0,0,0,1,1,0.8333333333333334,3,1,1,1
1166,20,1,4,7,10,18,0,60,0,0.46,10,0.81,0.2,0.2,1,1,0,0,0.4489795918367347,11,0,1,0
1488,19,3,3,0,6,20,5,120,0,0.76,20,8.12,0.2,0.5,0,0,1,0,0.6,3,1,1,1
1476,18,3,3,0,6,22,4,60,1,0.2,30,7.32,1.0,0.5,1,1,1,1,0.3,3,0,0,1
1211,15,2,3,0,6,8,1,90,1,0.15,15,2.87,0.7,0.5,0,0,1,1,0.0,3,0,0,1
1130,10,2,2,6,10,10,6,120,0,0.62,30,7.91,0.7,0.5,1,1,1,0,0.5909090909090909,8,1,0,1
925,11,2,2,4,8,10,4,90,1,0.97,30,4.78,0.7,0.2,1,1,1,1,0.0967741935483871,6,0,0,1
1551,9,2,0,2,2,22,1,60,1,0.2,10,3.84,1.0,0.2,0,0,1,1,0.5087719298245614,2,0,0,1
1116,17,1,2,3,7,16,0,90,0,0.38,15,6.77,0.0,0.2,0,0,1,0,0.7727272727272727,5,0,1,0
1455,8,2,3,1,7,18,5,60,0,0.19,10,10.09,0.2,1.0,0,0,1,0,0.8235294117647058,4,1,1,1
1226,17,3,0,3,3,8,4,120,1,0.87,30,9.89,1.0,0.5,0,0,1,1,0.4,3,0,0,1
1371,12,3,0,4,4,14,0,60,1,0.75,30,4.84,1.0,0.5,0,0,1,1,0.5454545454545454,4,0,0,1
1064,14,3,0,3,3,18,2,60,1,0.59,30,7.18,1.0,1.0,0,0,1,1,0.0,3,0,1,1
1267,20,1,2,1,5,8,2,120,1,0.52,20,3.21,1.0,0.2,0,0,1,1,0.8,3,0,0,1
820,11,1,5,0,10,18,1,120,1,0.27,15,10.43,0.2,0.5,1,1,0,0,0.25925925925925924,5,0,1,1
1277,9,2,2,1,5,8,3,90,0,0.11,10,9.85,0.2,0.2,1,2,0,0,0.375,3,0,0,1
1578,19,1,3,0,6,20,6,90,1,0.18,30,10.86,0.2,1.0,1,2,1,1,0.1891891891891892,3,1,1,1
1053,7,2,1,1,3,14,0,60,1,0.84,10,6.41,1.0,0.5,0,0,1,1,0.717948717948718,2,0,0,1
1365,7,3,0,5,5,20,2,60,1,0.52,30,6.51,1.0,0.5,1,3,1,1,0.14285714285714285,5,0,1,1
918,17,3,4,0,8,14,2,90,1,0.68,20,8.36,0.0,1.0,1,1,1,0,0.875,4,0,0,1
1140,6,3,1,6,8,10,0,120,0,0.08,20,7.6,1.0,0.2,0,0,1,0,0.9333333333333333,7,0,0,1
1527,8,2,4,1,9,8,2,60,0,0.63,20,8.43,0.2,0.2,0,0,1,0,0.7073170731707317,5,0,0,1
968,17,3,5,3,10,20,2,60,1,0.2,20,8.82,1.0,1.0,0,0,1,1,0.46296296296296297,8,0,1,1
1097,13,3,2,4,8,18,4,90,1,0.35,30,3.31,0.7,0.2,0,0,1,1,0.75,6,0,1,1
1126,17,1,3,6,10,20,0,60,0,0.17,20,5.26,0.7,0.5,0,0,1,0,0.8421052631578947,9,0,1,1
1243,17,3,0,3,3,14,1,60,1,0.92,30,9.08,0.7,1.0,0,0,1,1,0.3157894736842105,3,0,0,1
825,6,3,1,2,4,8,0,90,1,0.05,30,9.58,0.7,0.2,1,3,1,1,0.0,3,0,0,1
1548,18,1,3,4,10,16,1,120,1,0.93,15,6.41,1.0,0.5,0,0,1,0,0.42857142857142855,7,0,1,0
1445,10,3,2,1,5,8,0,60,1,0.7,10,5.63,0.7,0.5,0,0,1,1,0.525,3,0,0,1
1445,10,3,2,1,5,8,0,60,1,0.7,10,5.63,0.7,0.5,0,0,1,1,0.525,3,0,0,1
926,18,1,0,3,3,10,5,60,0,0.1,30,10.3,0.5,1.0,0,0,1,0,0.19444444444444445,3,1,0,1
803,16,3,2,7,10,18,1,90,1,0.32,10,5.75,0.2,0.2,0,0,1,0,0.125,9,0,1,0
944,13,3,3,1,7,18,4,90,1,0.68,30,7.89,0.5,1.0,0,0,1,1,0.48214285714285715,4,0,1,1
1556,12,2,1,4,6,10,5,60,1,0.63,30,2.79,1.0,0.5,0,0,1,1,0.5,5,1,0,1
