elo,player_count,level,victories,defeats,matches_week,trainings_week,fatigue,hour,day,duration,field_available,field_pressure,field_capacity,label
913,18,1,13,14,5,4,10,22,3,60,1,0.1,10,0
1126,10,1,7,14,5,0,10,16,6,120,0,0.38,10,0
930,13,3,8,15,0,6,6,18,6,90,0,0.8,15,0
910,13,3,26,24,4,4,10,22,0,120,1,0.62,30,0
943,15,2,14,4,0,4,4,8,4,90,0,0.61,10,0
1430,18,1,20,12,3,7,10,14,5,120,1,0.69,30,0
1064,6,1,19,26,1,5,7,14,1,60,1,0.97,20,0
801,10,2,26,3,3,1,7,14,5,60,1,0.05,30,0
928,19,2,15,10,2,5,9,16,3,120,0,0.58,10,0
1064,8,2,29,21,0,5,5,16,1,90,0,0.22,20,0
1461,11,1,16,24,4,2,10,10,0,60,0,0.62,30,0
1297,14,1,28,26,2,3,7,14,4,120,1,0.62,10,0
1421,13,2,13,7,4,5,10,18,3,120,0,0.14,20,0
1032,13,3,13,6,3,6,10,10,4,90,0,0.08,10,0
1247,11,1,30,20,2,5,9,14,1,120,1,0.93,10,0
1235,16,3,16,19,2,2,6,18,2,120,1,0.24,10,1
1421,15,3,14,22,1,5,7,14,5,120,1,0.12,15,1
1517,19,3,9,29,1,1,3,14,4,120,0,0.26,10,0
1164,10,2,23,27,0,6,6,16,6,90,0,0.31,15,0
1363,11,2,8,1,2,0,4,22,2,60,1,0.64,30,0
820,9,2,8,29,3,6,10,16,6,60,0,0.96,30,0
1384,18,3,15,10,0,0,0,18,0,90,1,0.77,10,1
1436,19,2,0,15,1,3,5,14,6,90,0,0.36,10,0
1078,7,3,23,2,3,0,6,18,1,120,0,0.14,15,0
1125,7,3,6,19,0,0,0,10,4,120,1,0.04,10,1
1111,13,2,28,21,3,2,8,18,4,60,1,1.0,20,0
929,9,2,16,6,5,0,10,14,4,90,1,0.48,20,0
1120,12,3,9,9,1,6,8,10,1,60,0,0.78,20,0
1547,19,2,10,2,4,0,8,10,5,90,0,0.79,15,0
1101,7,1,1,3,3,0,6,16,5,90,1,0.8,10,1
1006,11,3,23,18,1,4,6,8,3,120,1,0.74,15,1
1008,10,3,21,20,1,0,2,22,5,90,0,0.55,15,0
902,16,3,5,2,3,0,6,16,5,60,0,0.96,10,0
1340,20,2,14,20,5,1,10,20,0,120,0,0.54,10,0
957,20,1,29,17,4,3,10,16,4,120,1,0.91,15,0
1486,18,2,14,19,2,3,7,22,2,90,1,0.27,10,0
871,15,3,21,6,2,4,8,22,3,120,0,0.52,15,0
1406,15,3,12,5,2,0,4,20,1,60,1,0.97,15,1
858,9,1,15,20,2,1,5,14,2,60,0,0.6,10,0
1470,9,3,21,11,3,2,8,18,3,120,0,0.61,15,0
1390,16,1,0,12,5,7,10,10,1,60,0,0.44,20,0
1021,18,2,17,21,0,2,2,20,2,120,1,0.39,15,1
1041,14,2,17,11,5,5,10,20,1,60,0,0.0,10,0
1449,17,3,29,25,5,5,10,20,2,90,1,0.55,20,0
1303,15,1,0,14,2,0,4,14,0,120,1,0.01,15,1
1494,8,1,3,23,5,7,10,16,2,120,0,0.13,20,0
1566,20,3,19,30,4,3,10,18,0,60,0,0.18,20,0
908,17,1,7,20,3,2,8,18,6,60,0,0.99,30,0
976,15,2,26,26,3,5,10,14,0,60,1,0.21,10,0
1459,6,2,24,19,3,3,9,10,5,60,0,0.16,10,0
1278,12,2,13,26,4,2,10,8,1,90,1,0.42,10,0
1012,9,2,11,18,5,5,10,18,1,120,1,0.96,20,0
1207,8,1,18,30,1,5,7,22,4,60,1,0.87,10,0
1568,10,2,11,29,1,7,9,16,6,60,1,0.76,15,0
1157,12,2,24,16,2,6,10,14,3,90,1,0.58,20,0
1493,13,2,23,0,2,1,5,18,3,90,0,0.4,30,0
1086,19,2,2,3,2,0,4,14,4,60,1,0.41,30,1
802,10,1,13,8,3,7,10,18,2,60,0,0.79,20,0
1505,12,2,26,0,5,6,10,10,4,120,0,0.5,10,0
1533,10,1,13,4,3,5,10,8,6,120,0,0.03,15,0
984,11,1,3,5,1,0,2,10,4,120,1,0.27,30,1
937,20,2,12,7,2,1,5,22,2,120,1,0.26,30,1
1445,7,2,21,3,1,5,7,14,2,120,0,0.73,20,0
1028,20,3,27,7,2,4,8,18,4,120,0,0.43,20,0
1028,11,3,20,19,5,5,10,10,1,120,1,0.65,20,0
881,8,1,18,22,0,1,1,18,0,90,1,0.75,30,1
1055,18,1,3,2,2,6,10,10,1,90,0,0.56,10,0
855,11,3,0,9,5,5,10,18,6,90,0,0.62,30,0
1464,10,1,0,27,5,5,10,18,3,90,0,0.26,20,0
1166,15,3,8,5,0,0,0,20,2,60,0,0.68,20,0
891,20,3,5,17,5,6,10,14,2,120,0,0.83,30,0
978,11,2,1,22,2,4,8,8,2,60,0,0.57,30,0
1178,19,2,24,14,0,7,7,22,6,120,1,0.66,10,0
1498,12,1,29,21,3,4,10,8,1,90,0,0.17,20,0
1369,9,2,27,19,2,5,9,18,6,90,0,0.48,10,0
1509,12,3,19,27,1,2,4,16,4,120,0,0.82,30,0
1376,16,3,28,8,4,0,8,16,0,120,0,0.5,10,0
819,6,1,22,7,2,1,5,20,1,60,1,0.37,30,1
1397,7,2,30,24,3,3,9,20,2,120,1,0.88,20,0
1450,16,2,6,6,3,5,10,18,6,120,1,0.59,10,0
1048,17,3,23,15,5,7,10,22,0,60,0,0.63,10,0
922,17,1,7,25,3,5,10,20,1,60,0,0.09,15,0
970,10,1,20,28,3,0,6,20,3,60,0,0.49,30,0
1590,15,2,7,7,5,7,10,22,6,120,0,0.84,10,0
996,16,1,5,23,0,2,2,10,0,90,1,0.52,15,0
1125,7,3,15,16,4,1,9,16,2,120,1,0.48,10,0
1097,8,3,27,10,4,0,8,8,5,120,0,0.51,15,0
936,10,1,15,1,5,1,10,18,6,120,0,0.85,10,0
1044,13,2,21,8,1,4,6,8,1,60,1,0.74,30,0
1387,8,2,22,25,5,1,10,16,1,60,0,0.92,10,0
1038,12,3,5,24,1,0,2,8,5,90,0,0.61,30,0
1431,12,3,11,9,3,2,8,8,0,90,1,0.01,10,0
1227,8,1,16,4,0,2,2,14,0,90,1,0.43,20,1
1483,19,1,12,4,4,2,10,8,6,120,0,0.89,20,0
844,16,1,3,7,2,4,8,18,3,120,1,0.03,15,0
1376,7,3,9,16,4,4,10,14,2,120,1,0.74,30,0
944,11,2,14,26,1,0,2,14,3,90,1,0.99,10,0
1258,19,2,13,7,4,4,10,18,0,90,1,0.33,20,0
1108,10,2,13,22,2,7,10,14,4,60,1,0.74,15,0
1124,8,3,28,16,4,6,10,14,3,90,0,0.88,15,0
825,10,1,2,15,4,4,10,10,0,60,0,0.22,30,0
1519,15,3,30,15,2,4,8,18,1,120,0,0.49,30,0
935,17,2,23,3,2,4,8,22,1,60,1,0.12,20,0
1580,18,1,22,6,4,3,10,14,6,60,0,0.29,15,0
984,9,2,29,4,0,7,7,14,0,120,1,0.35,30,1
850,16,1,27,13,1,2,4,10,4,120,1,0.94,15,0
1031,11,1,3,0,4,5,10,18,1,120,1,0.37,15,0
1225,9,1,30,2,4,4,10,22,6,90,0,0.73,20,0
1583,14,3,22,22,4,1,9,18,0,60,1,0.18,10,0
1308,19,3,17,7,2,2,6,22,5,60,1,0.26,15,0
1473,20,3,23,20,2,5,9,10,6,90,0,0.19,30,0
1529,7,3,14,4,5,0,10,14,0,120,0,0.19,15,0
1083,18,1,26,20,0,0,0,18,5,60,1,0.22,30,1
997,9,1,9,20,1,0,2,20,4,120,1,0.76,15,1
1113,10,2,16,7,4,0,8,16,0,60,0,0.91,15,0
1174,13,3,25,17,4,6,10,18,0,60,0,0.3,10,0
1382,14,3,5,15,1,4,6,14,5,120,1,0.18,10,1
1251,12,3,18,20,0,5,5,10,6,120,0,0.09,30,0
1304,14,3,11,3,3,6,10,14,6,60,0,0.88,10,0
853,11,2,9,0,1,7,9,16,3,60,0,0.67,15,0
1027,7,2,4,10,3,5,10,8,0,60,0,0.22,30,0
1568,14,2,15,27,2,3,7,18,6,90,0,0.55,30,0
1454,19,1,23,22,4,4,10,22,2,120,0,0.87,15,0
848,20,1,3,5,4,1,9,18,1,60,1,0.19,30,0
937,11,1,2,4,4,0,8,20,6,60,0,0.05,30,0
956,9,2,0,11,0,6,6,22,3,120,1,0.56,15,0
1492,11,1,27,4,4,2,10,14,2,90,1,0.95,20,0
1306,12,1,25,2,3,1,7,14,2,90,0,0.21,20,0
1030,11,3,29,27,2,2,6,22,1,90,0,0.99,20,0
1247,12,2,27,12,5,2,10,10,3,120,1,0.39,30,0
1111,16,2,18,0,2,5,9,22,2,60,0,0.29,15,0
1508,6,2,19,25,3,4,10,10,2,90,1,0.53,30,0
1078,9,2,2,19,5,6,10,8,5,120,0,0.29,30,0
1027,7,1,13,1,0,5,5,16,6,90,0,0.89,20,0
989,20,1,3,24,5,5,10,14,6,60,1,0.0,20,0
823,16,3,8,6,5,7,10,18,6,60,1,0.84,10,0
1343,18,3,7,10,4,5,10,14,4,120,0,0.43,20,0
1069,16,3,14,11,4,7,10,18,4,120,1,0.26,20,1
1551,10,1,20,18,5,0,10,20,6,90,0,0.38,15,0
1288,11,2,16,8,4,7,10,20,4,90,0,0.81,30,0
1335,19,3,27,13,3,2,8,22,2,60,0,0.76,10,0
1141,14,1,17,27,3,7,10,18,5,120,1,0.37,10,0
1416,20,1,21,28,1,4,6,16,3,60,0,0.46,15,0
1021,13,1,0,28,0,2,2,20,6,120,1,0.87,30,1
995,11,1,25,24,4,7,10,14,3,60,1,0.2,15,0
842,15,3,7,12,0,3,3,20,5,60,0,0.29,30,0
1080,18,1,19,30,3,2,8,20,4,120,1,0.07,10,0
1016,12,2,10,16,0,6,6,18,6,120,0,0.15,20,0
840,7,1,14,2,1,0,2,22,1,120,1,0.03,30,1
903,14,2,13,26,3,0,6,18,3,90,0,0.48,10,0
1226,18,3,25,4,3,5,10,18,1,90,1,0.41,10,0
886,6,1,12,20,4,7,10,16,2,60,0,0.59,30,0
856,7,3,6,4,2,6,10,16,5,60,0,0.38,10,0
1339,20,2,25,7,3,0,6,8,3,60,0,0.1,15,0
1568,8,1,23,3,1,6,8,18,6,60,0,0.32,10,0
924,20,1,24,29,4,1,9,20,3,120,0,0.79,10,0
805,18,2,29,14,3,7,10,22,0,60,0,0.28,20,0
881,7,2,7,26,1,2,4,20,1,90,0,0.57,20,0
1591,8,3,29,10,4,6,10,8,3,90,0,0.11,30,0
820,19,1,26,10,2,4,8,22,6,120,1,0.32,10,0
960,17,2,29,23,1,1,3,22,4,120,0,0.92,20,0
1451,14,1,10,22,3,5,10,18,6,90,0,0.98,15,0
1101,8,2,20,24,1,6,8,10,1,90,0,0.23,30,0
1444,11,2,16,14,3,1,7,22,5,60,0,0.0,10,0
1210,7,3,6,19,5,2,10,8,1,60,1,0.45,30,0
1086,10,3,28,5,1,7,9,18,0,90,0,0.61,10,0
1106,15,2,7,1,5,6,10,16,3,90,1,0.17,30,0
832,16,1,30,25,5,6,10,20,2,120,0,0.91,10,0
1063,18,3,15,3,3,4,10,22,4,90,1,0.99,20,0
1453,14,2,23,9,3,5,10,16,3,120,0,0.25,30,0
913,11,1,8,5,3,3,9,20,6,60,1,0.77,15,0
1595,8,2,24,12,3,5,10,14,6,120,1,0.13,20,0
1586,15,2,13,22,2,5,9,20,2,120,0,0.19,10,0
1537,6,1,20,3,2,3,7,16,3,90,1,0.36,15,1
1367,14,1,6,4,1,4,6,22,2,120,0,0.22,30,0
1227,14,1,4,24,4,6,10,22,2,90,1,0.3,15,0
1480,6,1,26,22,4,0,8,8,1,60,1,0.64,10,0
1426,7,2,21,14,3,0,6,8,2,60,0,0.93,20,0
1566,18,3,3,20,3,2,8,10,0,90,0,0.61,15,0
1361,7,1,11,17,3,6,10,14,0,120,0,0.38,30,0
1452,11,1,11,28,3,2,8,8,6,90,0,0.04,10,0
863,6,3,18,27,2,4,8,10,0,60,0,0.46,15,0
941,18,1,21,12,2,6,10,18,2,60,1,0.64,15,0
1366,6,3,16,5,3,3,9,10,6,90,1,0.42,15,0
1511,16,1,2,9,1,1,3,20,0,90,1,0.23,30,1
880,10,1,8,27,1,6,8,20,2,60,0,0.03,30,0
1486,18,2,23,12,0,4,4,10,4,120,0,0.83,10,0
1222,13,2,22,23,1,5,7,14,6,60,1,0.53,30,0
1065,9,3,25,18,2,7,10,14,1,120,1,0.8,15,0
1467,10,2,26,19,3,2,8,10,6,90,1,0.34,20,0
827,17,3,30,8,1,1,3,8,0,60,1,0.64,30,1
921,7,2,14,16,2,4,8,14,1,120,0,0.72,30,0
1520,15,3,12,12,1,6,8,18,1,60,0,0.57,15,0
1548,19,1,1,23,5,2,10,20,2,120,1,0.94,20,0
1474,8,3,11,12,5,3,10,16,6,90,0,0.11,20,0
961,10,2,16,23,3,0,6,8,1,60,0,0.06,20,0
924,13,1,21,6,2,3,7,16,1,90,0,0.12,10,0
1147,12,3,9,9,1,7,9,18,3,60,1,0.93,15,0
1131,16,3,6,11,5,1,10,8,2,90,0,0.33,15,0
1538,20,2,6,19,3,4,10,10,5,60,0,0.43,15,0
800,16,3,19,4,4,6,10,20,4,120,1,0.56,15,0
1482,17,2,15,10,0,5,5,10,3,120,1,0.79,10,0
1509,15,2,27,30,5,5,10,8,6,90,1,0.62,10,0
1500,20,3,4,23,4,5,10,22,5,90,1,0.57,20,0
1098,7,2,9,26,4,3,10,10,0,60,0,0.32,20,0
1119,6,1,12,23,1,1,3,18,0,90,0,0.72,30,0
1055,8,1,21,11,5,1,10,18,2,60,0,0.59,10,0
1237,19,2,12,2,1,0,2,22,3,120,0,0.8,30,0
880,16,3,9,16,2,5,9,14,2,60,0,0.0,20,0
1145,19,3,24,28,3,7,10,16,2,60,1,0.9,20,0
902,14,1,3,12,1,3,5,22,1,90,0,0.86,15,0
1522,12,1,1,10,3,5,10,16,5,120,1,0.4,10,0
1264,6,1,26,29,2,0,4,16,5,90,1,0.43,30,1
1389,16,3,11,0,4,5,10,20,1,90,0,0.95,30,0
1325,15,2,11,11,5,3,10,10,3,90,1,0.27,10,0
1464,17,2,2,5,5,4,10,8,5,90,0,0.57,20,0
1327,19,1,10,18,3,0,6,8,0,60,0,0.01,30,0
908,12,3,6,16,4,1,9,18,1,120,0,0.48,10,0
1318,15,3,25,7,4,1,9,18,4,90,0,0.1,20,0
802,7,3,30,2,3,5,10,16,3,120,0,0.1,10,0
1332,12,3,14,21,2,2,6,10,3,60,1,0.6,10,0
1141,8,3,16,19,1,2,4,18,0,90,1,0.34,10,1
1299,13,1,2,6,0,7,7,14,4,60,0,0.24,15,0
1530,18,3,15,21,3,2,8,22,6,90,1,0.62,30,0
1233,16,2,2,2,4,2,10,14,3,90,1,0.11,15,0
1410,7,2,5,15,0,5,5,14,4,120,0,0.41,10,0
1555,9,2,3,7,2,0,4,10,1,90,1,0.01,30,1
1118,15,2,27,20,4,7,10,14,3,90,1,0.43,20,0
1111,17,2,17,4,0,7,7,10,4,120,0,0.11,15,0
1137,20,2,16,17,3,7,10,14,6,60,1,0.06,10,0
1148,7,1,9,24,5,6,10,14,0,120,1,0.32,30,0
1434,15,2,22,23,1,7,9,22,2,90,1,0.88,10,0
1033,10,1,5,10,5,3,10,20,6,120,0,0.26,10,0
826,12,2,24,14,1,7,9,16,6,90,1,0.42,15,0
1530,18,1,28,13,3,0,6,22,1,120,0,0.21,30,0
1251,19,3,15,14,2,4,8,22,0,60,1,0.2,30,0
924,17,1,16,5,5,0,10,8,1,120,1,0.04,15,0
1143,17,3,5,15,5,1,10,16,1,120,0,0.82,10,0
1016,7,3,0,13,3,6,10,14,3,120,1,0.1,20,0
1286,14,3,15,22,5,7,10,18,4,120,1,0.35,30,1
1434,17,2,14,22,4,7,10,8,0,90,0,0.46,20,0
1226,7,3,27,19,0,6,6,18,5,60,0,0.64,20,0
898,6,3,27,20,5,3,10,10,6,90,1,0.39,30,0
1355,16,3,18,16,2,2,6,8,0,60,0,0.94,20,0
861,16,1,1,28,2,2,6,14,0,60,1,0.75,10,0
1551,13,2,11,27,0,3,3,10,2,60,1,0.6,30,1
1247,6,1,22,20,4,6,10,22,5,60,0,0.54,15,0
1573,17,3,15,1,2,5,9,10,4,90,1,0.4,15,0
1511,18,3,14,13,3,6,10,10,0,120,0,0.34,20,0
1213,18,1,8,23,1,1,3,14,5,60,0,0.68,20,0
1371,19,3,18,27,4,5,10,10,0,60,0,0.03,20,0
1390,20,1,9,1,0,2,2,14,0,120,1,0.03,30,1
1533,10,1,28,7,3,3,9,10,0,60,1,0.82,15,0
1118,7,2,28,20,3,1,7,22,4,120,1,0.87,30,0
966,19,1,24,15,3,4,10,20,1,120,0,0.1,10,0
1306,8,2,28,8,4,2,10,8,5,90,0,0.9,20,0
820,17,2,21,18,3,3,9,8,1,60,1,0.69,20,0
1400,12,1,19,28,3,5,10,8,4,90,1,0.17,10,0
1082,11,2,1,13,2,6,10,22,4,90,0,0.84,15,0
1252,14,2,22,24,3,7,10,8,5,90,0,0.18,15,0
1510,16,3,25,2,3,6,10,20,5,90,0,0.67,30,0
1452,6,1,4,5,5,7,10,18,6,90,0,0.74,20,0
1144,8,2,16,27,2,3,7,8,5,60,0,0.61,30,0
1312,16,1,13,25,2,6,10,14,6,120,1,0.74,10,0
1474,18,3,13,17,5,4,10,18,5,120,1,0.7,15,0
1515,8,1,6,23,4,2,10,10,3,120,1,0.5,10,0
1463,16,1,15,11,2,7,10,18,2,90,1,0.48,30,0
1132,9,1,18,4,2,6,10,14,1,60,0,0.22,15,0
977,11,2,11,0,2,1,5,10,1,90,1,0.31,15,1
1508,18,2,23,24,0,4,4,22,2,90,1,0.23,20,1
1588,15,1,21,30,3,6,10,10,1,120,1,0.49,30,0
802,9,3,4,25,5,0,10,16,0,60,0,0.14,20,0
1338,18,3,16,21,3,4,10,8,5,90,0,0.6,30,0
1427,13,3,7,21,5,3,10,22,6,120,0,0.25,15,0
1541,9,3,14,26,3,3,9,18,5,90,0,0.35,10,0
1258,9,3,27,23,3,1,7,16,2,60,0,0.25,10,0
1302,18,3,19,26,5,3,10,16,4,90,0,0.73,20,0
936,7,3,19,16,0,6,6,18,2,120,1,0.03,15,1
1013,20,2,5,19,4,5,10,8,4,90,1,0.15,15,0
1218,16,3,13,5,4,1,9,8,3,90,1,0.46,30,0
1592,14,2,30,14,5,3,10,20,4,90,0,0.53,10,0
1423,6,2,20,18,3,4,10,16,4,120,0,0.22,20,0
1020,17,2,8,1,5,6,10,10,2,60,1,0.12,15,0
1047,8,2,17,22,3,7,10,10,3,90,0,0.53,20,0
1598,15,1,19,17,3,6,10,8,1,60,1,0.02,15,0
1173,13,1,8,14,3,3,9,18,4,90,1,0.77,30,0
1476,17,3,10,1,0,7,7,10,4,120,1,0.84,20,0
1337,18,1,0,18,4,6,10,16,5,120,0,0.78,20,0
1460,18,2,22,0,2,1,5,22,2,120,0,0.31,30,0
1565,9,2,23,19,3,5,10,14,1,90,1,0.23,30,0
1100,15,3,12,3,5,0,10,16,3,120,1,0.46,15,0
964,8,3,13,9,3,1,7,22,2,60,0,0.95,10,0
951,13,1,4,14,2,0,4,22,6,90,1,0.8,30,0
1582,20,3,13,22,4,3,10,22,4,120,0,0.9,10,0
1058,11,1,27,17,3,0,6,8,3,120,0,0.15,10,0
1309,11,1,1,0,3,1,7,14,2,120,1,0.93,15,0
1399,20,3,5,27,1,4,6,14,2,90,1,0.34,15,1
985,8,1,9,23,4,4,10,14,6,60,0,0.62,20,0
1471,7,2,12,18,4,3,10,10,0,60,0,0.32,20,0
1401,20,1,15,0,2,6,10,18,2,120,0,0.01,30,0
1013,12,1,20,25,0,2,2,18,6,90,1,0.04,10,1
865,13,1,0,21,3,3,9,22,4,60,0,0.28,15,0
1358,13,3,18,19,4,6,10,10,4,120,0,0.01,15,0
1365,10,1,11,4,0,5,5,8,2,90,0,0.56,15,0
1561,7,3,3,4,5,6,10,8,2,120,1,0.74,30,0
1133,10,3,29,17,0,4,4,14,0,120,0,0.54,30,0
1161,10,2,2,19,1,7,9,20,6,60,1,0.25,30,0
1113,14,2,1,10,3,6,10,10,1,60,0,0.83,30,0
806,15,3,9,8,5,6,10,22,0,90,0,0.86,15,0
1598,16,3,7,29,2,0,4,16,3,120,1,0.86,30,1
856,19,2,0,11,4,0,8,22,4,90,1,0.7,30,0
1137,13,3,28,18,1,7,9,18,5,60,0,0.93,20,0
1299,10,1,14,4,4,0,8,20,1,90,0,0.08,30,0
818,15,1,0,4,3,6,10,22,2,90,0,0.91,20,0
991,10,3,20,7,1,1,3,8,0,120,0,0.13,30,0
1580,16,1,7,15,3,3,9,20,4,60,0,0.95,15,0
807,15,3,7,3,2,5,9,10,1,90,0,0.21,30,0
1022,18,1,23,28,1,7,9,14,5,60,1,0.42,30,0
1365,12,2,24,17,0,5,5,18,0,60,0,0.72,20,0
1516,18,1,17,3,2,7,10,22,2,60,0,0.85,20,0
1026,16,3,22,23,2,7,10,18,0,120,0,0.96,30,0
1435,20,3,25,8,4,1,9,22,2,120,0,0.35,10,0
1102,10,2,13,2,4,5,10,14,0,90,0,0.04,30,0
1172,12,1,29,12,3,6,10,18,4,90,1,0.86,20,0
1483,11,1,24,27,5,6,10,10,3,90,1,0.43,20,0
1433,15,1,5,21,1,4,6,14,6,60,0,0.89,10,0
1238,8,1,12,13,2,4,8,18,5,60,1,0.1,30,1
964,14,3,7,12,1,5,7,18,0,120,1,0.75,15,1
888,16,2,2,20,1,1,3,20,1,90,1,0.11,10,1
1254,20,1,5,15,4,4,10,16,1,90,1,0.46,15,0
1256,8,3,5,7,4,1,9,16,6,90,0,0.61,30,0
1370,8,1,11,16,4,5,10,20,4,90,0,0.12,20,0
1512,16,3,15,9,0,7,7,14,3,90,0,0.87,15,0
1424,13,1,18,20,3,1,7,20,3,90,1,0.34,30,1
1403,15,1,12,3,4,3,10,20,2,90,0,0.33,10,0
1318,6,3,10,8,2,5,9,8,4,120,0,0.29,20,0
932,14,2,7,9,4,4,10,8,0,90,0,0.67,10,0
1465,16,2,8,19,0,4,4,14,2,60,0,0.49,20,0
983,6,1,26,11,3,1,7,14,3,120,0,0.38,20,0
878,11,2,7,6,3,6,10,18,2,60,0,0.2,10,0
1444,13,3,2,0,4,0,8,16,0,120,1,0.48,10,0
1472,10,2,3,9,4,5,10,8,2,120,1,0.33,15,0
1355,13,1,12,17,0,7,7,10,4,90,1,0.73,10,0
1347,10,1,28,16,4,1,9,16,6,120,1,0.53,30,0
1530,8,1,20,28,0,0,0,16,0,90,1,0.28,20,1
803,9,1,21,0,3,0,6,14,2,120,0,0.67,10,0
1323,7,3,15,7,1,0,2,8,1,90,1,0.24,15,1
1267,8,1,6,25,3,3,9,22,3,120,1,0.06,15,0
949,20,3,12,28,0,5,5,18,0,90,1,0.23,15,1
1135,19,1,5,13,5,5,10,14,4,60,0,0.97,20,0
1014,15,2,28,6,2,5,9,8,1,120,1,0.81,30,0
1103,8,2,1,20,3,0,6,20,0,120,1,0.16,20,1
811,17,2,2,8,5,3,10,8,6,90,1,0.09,10,0
1422,15,1,22,6,3,5,10,16,2,120,0,0.97,15,0
1514,11,2,28,26,1,6,8,8,0,90,0,0.54,15,0
971,9,3,8,6,2,7,10,18,4,60,1,0.92,20,0
1176,20,3,18,5,1,5,7,8,5,90,1,0.87,20,0
980,15,2,19,14,3,5,10,16,2,90,0,0.16,20,0
1246,9,3,6,13,3,6,10,16,2,90,0,0.21,10,0
880,8,1,20,2,1,3,5,20,6,120,1,0.36,15,1
1456,18,3,25,8,1,1,3,14,2,120,0,0.82,20,0
1095,16,2,24,25,3,4,10,18,4,120,0,0.62,15,0
1375,17,1,11,4,2,4,8,10,0,120,0,0.94,15,0
1573,11,1,30,2,2,1,5,16,1,120,1,0.79,30,1
821,18,2,30,17,5,2,10,20,2,90,0,0.96,30,0
1598,11,2,28,3,0,0,0,20,0,60,0,0.82,15,0
983,20,1,22,4,1,5,7,14,0,60,0,0.86,30,0
1410,14,1,4,6,1,5,7,14,0,90,0,0.94,30,0
1036,16,1,13,23,5,2,10,8,2,90,1,0.2,30,0
908,11,3,1,8,2,1,5,22,4,90,1,0.54,30,0
1305,14,3,25,1,0,1,1,20,2,120,0,0.21,30,0
1349,10,1,6,29,1,6,8,10,2,90,1,0.41,10,0
1012,9,3,12,26,5,3,10,8,0,90,1,0.08,30,0
1053,8,1,22,17,0,5,5,14,2,90,0,0.45,30,0
1247,16,1,20,12,0,2,2,10,2,90,1,0.02,15,0
814,15,3,24,19,4,6,10,18,4,60,1,0.01,30,0
1307,15,2,18,18,4,3,10,20,4,60,0,0.89,20,0
1375,19,3,14,8,3,1,7,10,1,120,0,0.6,10,0
836,8,2,2,11,2,1,5,16,6,90,1,0.91,30,1
1015,11,1,6,5,3,0,6,10,4,120,1,0.41,30,0
1313,12,3,11,26,4,4,10,10,0,60,1,0.16,10,0
860,17,3,22,12,2,1,5,14,5,120,1,0.84,15,0
1428,20,2,23,11,5,4,10,20,1,60,0,0.34,30,0
1307,7,3,1,29,1,0,2,20,6,60,1,0.33,30,1
842,14,3,17,18,2,6,10,18,3,120,0,0.99,20,0
1008,10,1,6,3,2,4,8,22,2,60,0,0.17,30,0
846,12,1,20,24,0,1,1,18,0,120,1,0.05,10,1
1124,7,2,23,3,2,0,4,14,6,60,1,0.01,10,1
1520,9,3,8,15,5,4,10,20,1,120,1,0.91,30,0
1060,7,1,5,25,3,4,10,16,1,90,1,0.69,15,0
1092,11,1,19,29,5,6,10,8,6,90,0,0.25,10,0
1264,10,3,20,8,1,5,7,20,1,120,1,0.53,20,1
1569,16,1,14,25,3,2,8,8,4,60,0,0.17,20,0
1587,12,2,3,29,2,2,6,22,6,120,0,0.61,30,0
801,8,1,19,24,3,0,6,18,3,120,0,0.36,10,0
1502,11,3,2,2,3,5,10,20,1,60,0,0.44,15,0
1486,19,2,28,6,1,7,9,18,3,60,1,0.05,15,0
1278,18,2,29,11,4,7,10,10,6,90,0,0.47,30,0
941,6,3,3,10,1,3,5,10,0,60,0,0.92,15,0
1144,12,3,29,25,3,4,10,16,6,90,0,0.19,15,0
871,20,1,11,2,4,6,10,18,1,120,1,0.99,20,0
961,8,2,20,13,1,1,3,14,2,60,0,0.59,10,0
1011,16,3,30,9,5,1,10,10,0,90,1,0.64,15,0
1526,12,2,15,2,1,6,8,14,3,120,0,0.33,20,0
1132,8,1,16,24,5,2,10,10,1,90,0,0.83,20,0
1542,8,3,19,14,4,3,10,20,2,120,1,0.36,30,1
1267,11,3,7,20,1,5,7,10,0,120,1,0.0,30,0
1101,6,2,9,2,1,3,5,20,6,120,0,0.32,10,0
959,10,2,14,16,1,0,2,16,2,60,0,0.4,15,0
1309,16,1,30,6,5,4,10,18,0,90,0,0.87,20,0
928,12,3,20,12,1,6,8,14,1,90,0,0.73,15,0
1215,10,3,10,30,2,3,7,16,3,90,1,0.61,30,1
1290,16,2,12,15,5,2,10,16,4,120,1,0.71,10,0
891,17,1,6,7,1,7,9,18,6,120,0,0.81,30,0
801,8,3,30,13,5,7,10,8,4,120,1,0.07,20,0
1438,7,3,11,3,2,7,10,14,3,60,1,0.74,15,0
1357,10,3,30,10,5,2,10,16,0,90,0,0.84,30,0
1379,11,3,12,2,2,1,5,22,0,120,1,0.38,20,1
1429,8,3,28,6,1,5,7,16,4,120,0,0.91,20,0
844,12,3,0,6,0,3,3,14,5,120,1,0.74,10,1
880,8,1,4,15,1,0,2,22,6,120,0,0.9,20,0
1453,15,2,22,27,0,2,2,18,5,60,0,0.46,15,0
1001,6,1,7,11,5,2,10,10,1,120,1,0.07,10,0
1046,16,3,18,15,5,7,10,22,1,120,1,0.6,30,0
1364,13,2,14,30,4,2,10,10,3,60,1,0.18,30,0
